Soil Moisture,Temperature, Soil Humidity,N,P,K,Status,Fertilizer,Pest
46,22,68,15,84,48,ON,20-20,Jassid
6,21,26,40,10,22,ON,DAP,AmericanBollworm-Larva
46,42,42,84,58,96,OFF,28-28,Mealybug
89,7,52,97,17,79,OFF,14-35-14,AmericanBollworm-Egg
40,25,24,35,45,81,OFF,17-17-17,AmericanBollworm-Egg
18,42,54,69,31,1,ON,28-28,Mealybug
73,28,61,55,19,49,OFF,20-20,Mealybug
24,39,42,69,12,14,OFF,Urea,AmericanBollworm-Larva
81,10,56,3,40,6,OFF,10-26-26,Spodoptera
3,43,62,15,23,7,ON,14-35-14,AmericanBollworm-Egg
17,25,47,82,79,41,OFF,17-17-17,Aphid
36,40,22,0,46,34,ON,28-28,Jassid
68,24,64,20,40,56,ON,14-35-14,Spodoptera
14,5,50,58,18,58,ON,Urea,Aphid
27,36,35,87,94,45,OFF,14-35-14,AmericanBollworm-Egg
6,14,61,81,73,94,OFF,DAP,Aphid
19,2,59,88,77,75,ON,Urea,Mealybug
1,30,35,4,86,12,ON,10-26-26,AmericanBollworm-Egg
61,0,46,7,53,47,OFF,20-20,PinkBollworm-Larva
59,42,28,35,24,52,ON,17-17-17,Spodoptera
77,32,43,69,68,63,ON,14-35-14,AmericanBollworm-Egg
34,13,26,12,54,74,ON,10-26-26,Spodoptera
44,25,56,88,49,81,ON,20-20,Jassid
88,27,48,14,4,73,OFF,20-20,Aphid
74,39,60,7,11,83,OFF,DAP,Mealybug
74,24,32,2,59,29,ON,28-28,Jassid
38,38,53,69,65,14,ON,DAP,Jassid
9,12,39,47,75,45,ON,28-28,Spodoptera
38,24,65,86,75,88,ON,DAP,Spodoptera
27,44,47,57,69,19,ON,14-35-14,Mealybug
12,5,31,0,22,97,ON,20-20,Aphid
77,27,56,73,74,3,OFF,20-20,AmericanBollworm-Egg
83,37,40,28,30,7,ON,17-17-17,Jassid
34,33,70,56,58,18,ON,DAP,AmericanBollworm-Egg
7,12,66,23,31,11,OFF,14-35-14,PinkBollworm-Larva
40,39,65,0,47,21,ON,17-17-17,AmericanBollworm-Egg
74,11,55,98,86,35,OFF,28-28,Mealybug
48,44,40,72,84,49,ON,10-26-26,AmericanBollworm-Larva
48,5,61,81,98,46,OFF,DAP,PinkBollworm-Larva
14,36,29,5,92,37,ON,14-35-14,AmericanBollworm-Egg
74,9,30,12,37,77,OFF,10-26-26,PinkBollworm-Larva
54,21,48,23,77,88,OFF,28-28,Mealybug
40,16,33,71,17,39,ON,Urea,Mealybug
65,24,20,30,36,16,ON,10-26-26,Spodoptera
23,37,39,88,98,90,ON,Urea,Aphid
3,22,51,82,36,81,ON,DAP,Jassid
37,42,69,86,47,16,OFF,10-26-26,PinkBollworm-Larva
81,35,51,62,30,7,OFF,10-26-26,Spodoptera
50,17,22,31,29,14,OFF,Urea,Spodoptera
48,22,21,25,65,49,ON,10-26-26,Mealybug
87,26,47,49,98,27,OFF,10-26-26,AmericanBollworm-Larva
81,39,54,80,65,76,OFF,Urea,Spodoptera
29,23,28,5,90,94,ON,20-20,Jassid
80,40,70,68,52,22,OFF,20-20,PinkBollworm-Larva
53,18,52,48,29,93,OFF,17-17-17,Spodoptera
20,36,68,60,78,60,ON,20-20,PinkBollworm-Larva
2,23,48,49,39,71,ON,DAP,AmericanBollworm-Egg
90,8,33,65,23,33,ON,20-20,Mealybug
6,4,26,24,30,81,OFF,14-35-14,PinkBollworm-Larva
71,35,43,57,78,40,OFF,17-17-17,AmericanBollworm-Egg
57,10,21,3,94,39,OFF,28-28,Spodoptera
61,13,53,79,62,76,OFF,DAP,Mealybug
87,26,40,53,8,53,OFF,10-26-26,Jassid
61,13,50,38,88,53,OFF,Urea,Mealybug
68,23,55,74,1,54,OFF,20-20,PinkBollworm-Larva
5,6,64,79,52,52,ON,14-35-14,Aphid
10,16,30,60,6,63,ON,28-28,Mealybug
82,32,20,89,52,78,ON,Urea,AmericanBollworm-Egg
57,43,48,21,62,2,ON,28-28,AmericanBollworm-Larva
77,34,32,34,20,72,OFF,28-28,Jassid
65,14,40,98,1,80,OFF,DAP,Spodoptera
34,40,28,98,35,51,ON,DAP,PinkBollworm-Larva
78,24,40,3,1,0,ON,10-26-26,Aphid
40,15,49,81,90,98,OFF,Urea,Aphid
38,10,45,57,96,10,OFF,Urea,AmericanBollworm-Egg
39,45,66,91,19,52,ON,Urea,Aphid
75,22,53,49,20,30,ON,14-35-14,AmericanBollworm-Egg
87,35,67,48,50,37,OFF,10-26-26,PinkBollworm-Larva
76,25,44,28,1,40,ON,28-28,AmericanBollworm-Larva
11,43,27,26,72,40,ON,20-20,Aphid
88,42,22,17,17,56,ON,DAP,Mealybug
43,7,21,74,79,81,OFF,28-28,Mealybug
6,45,60,54,40,16,ON,28-28,AmericanBollworm-Larva
7,31,29,43,29,99,ON,DAP,Aphid
66,9,21,2,75,4,OFF,20-20,AmericanBollworm-Egg
60,3,25,20,55,25,OFF,10-26-26,Aphid
22,16,45,7,99,79,ON,17-17-17,AmericanBollworm-Egg
87,45,40,10,41,60,OFF,14-35-14,Aphid
84,17,57,88,97,88,OFF,DAP,Spodoptera
17,25,25,40,75,43,ON,14-35-14,AmericanBollworm-Larva
29,16,24,11,12,52,OFF,14-35-14,Aphid
30,43,20,86,2,68,ON,DAP,AmericanBollworm-Egg
42,36,20,81,68,42,ON,Urea,Spodoptera
2,6,32,69,98,76,ON,17-17-17,Jassid
29,11,52,71,25,54,OFF,Urea,PinkBollworm-Larva
60,1,48,41,51,70,OFF,DAP,Jassid
69,27,62,77,54,73,OFF,20-20,Mealybug
67,39,47,8,21,7,ON,10-26-26,Jassid
87,7,29,18,60,19,OFF,28-28,PinkBollworm-Larva
70,44,63,28,40,72,ON,Urea,Jassid
45,21,40,82,47,51,ON,Urea,AmericanBollworm-Larva
24,33,56,23,86,43,OFF,Urea,Spodoptera
83,40,57,96,50,21,ON,10-26-26,AmericanBollworm-Egg
86,38,70,55,97,25,OFF,20-20,PinkBollworm-Larva
79,40,46,11,83,92,ON,10-26-26,Mealybug
62,18,31,7,76,98,OFF,20-20,AmericanBollworm-Larva
11,12,56,34,32,63,ON,17-17-17,Spodoptera
47,37,52,33,26,61,ON,20-20,Jassid
8,16,64,66,96,11,ON,28-28,Mealybug
7,6,23,72,49,12,ON,17-17-17,Aphid
34,12,49,21,80,57,ON,Urea,Aphid
43,17,46,66,46,53,OFF,17-17-17,PinkBollworm-Larva
37,3,67,79,86,64,ON,10-26-26,Spodoptera
89,11,44,41,73,35,OFF,10-26-26,Mealybug
61,9,51,86,91,59,OFF,10-26-26,AmericanBollworm-Egg
78,13,58,55,75,16,OFF,20-20,Aphid
37,20,44,47,0,21,OFF,17-17-17,Mealybug
86,43,61,16,7,97,ON,10-26-26,Mealybug
81,32,61,51,61,33,OFF,20-20,PinkBollworm-Larva
62,24,63,94,18,53,OFF,17-17-17,Jassid
49,30,67,53,28,63,OFF,10-26-26,Jassid
7,10,52,23,16,96,ON,17-17-17,Mealybug
45,23,43,93,52,95,ON,10-26-26,Spodoptera
8,21,33,91,56,88,ON,Urea,PinkBollworm-Larva
9,45,45,31,14,73,OFF,20-20,Aphid
24,2,32,68,98,76,ON,20-20,Mealybug
46,9,68,12,47,18,ON,17-17-17,Mealybug
22,7,52,22,57,71,OFF,14-35-14,AmericanBollworm-Egg
53,24,51,68,84,78,ON,17-17-17,Aphid
64,45,21,54,1,52,ON,10-26-26,AmericanBollworm-Egg
75,19,39,5,44,62,OFF,14-35-14,Mealybug
66,2,67,21,71,12,OFF,14-35-14,Aphid
27,1,39,75,66,33,OFF,28-28,AmericanBollworm-Egg
44,0,34,62,52,87,OFF,20-20,AmericanBollworm-Larva
86,3,42,13,7,99,OFF,Urea,AmericanBollworm-Egg
85,34,41,0,98,81,OFF,28-28,PinkBollworm-Larva
26,13,33,3,13,60,ON,10-26-26,Spodoptera
47,6,34,62,56,41,OFF,28-28,PinkBollworm-Larva
48,45,26,71,38,70,ON,17-17-17,AmericanBollworm-Larva
68,7,40,87,0,77,OFF,Urea,AmericanBollworm-Larva
63,25,34,3,2,30,ON,DAP,Jassid
39,29,58,82,92,93,ON,DAP,Spodoptera
19,27,38,76,27,31,ON,28-28,AmericanBollworm-Egg
68,12,27,30,55,96,OFF,DAP,AmericanBollworm-Larva
25,39,64,30,1,47,ON,20-20,PinkBollworm-Larva
78,19,38,16,59,31,ON,17-17-17,AmericanBollworm-Larva
86,31,26,33,62,85,ON,14-35-14,PinkBollworm-Larva
47,7,22,79,64,35,OFF,20-20,PinkBollworm-Larva
87,42,31,89,24,1,ON,14-35-14,Aphid
29,37,62,15,79,60,ON,DAP,PinkBollworm-Larva
30,26,34,86,95,28,OFF,Urea,Mealybug
89,27,32,87,50,20,ON,Urea,Mealybug
61,2,60,67,60,87,OFF,14-35-14,Spodoptera
16,33,31,74,50,18,ON,Urea,Mealybug
27,42,54,26,75,80,ON,14-35-14,Mealybug
43,0,38,99,3,52,OFF,20-20,Aphid
62,20,48,12,95,76,ON,28-28,Aphid
57,40,70,79,35,10,ON,20-20,Spodoptera
39,43,65,24,57,50,ON,28-28,PinkBollworm-Larva
68,9,49,82,97,27,OFF,Urea,Aphid
12,45,26,79,87,82,OFF,14-35-14,AmericanBollworm-Egg
74,36,26,85,46,84,OFF,Urea,Spodoptera
68,25,31,3,76,59,OFF,20-20,Mealybug
74,27,68,13,10,60,OFF,20-20,AmericanBollworm-Egg
30,13,35,64,87,12,ON,10-26-26,AmericanBollworm-Larva
56,29,46,67,3,33,ON,14-35-14,Jassid
1,26,43,76,73,32,ON,17-17-17,Spodoptera
86,4,39,8,8,64,OFF,14-35-14,Spodoptera
72,16,31,11,91,46,OFF,Urea,AmericanBollworm-Larva
31,16,54,77,96,39,OFF,DAP,Jassid
45,37,21,44,23,60,ON,28-28,Mealybug
50,39,63,18,58,10,OFF,Urea,Mealybug
12,5,43,19,63,53,ON,Urea,Mealybug
52,21,66,66,23,66,ON,Urea,Mealybug
3,27,48,23,19,47,OFF,14-35-14,Jassid
42,17,70,5,25,11,ON,DAP,AmericanBollworm-Larva
51,43,70,0,30,81,ON,Urea,PinkBollworm-Larva
30,39,37,14,70,53,OFF,14-35-14,Jassid
69,3,23,80,8,23,OFF,20-20,Mealybug
10,43,58,80,35,6,ON,DAP,Mealybug
88,7,54,14,82,90,OFF,Urea,Jassid
50,35,30,43,15,52,ON,20-20,Spodoptera
82,14,66,83,96,96,OFF,28-28,Mealybug
64,37,51,37,36,59,ON,28-28,Aphid
90,10,63,88,85,32,OFF,Urea,Spodoptera
84,45,29,93,75,63,ON,28-28,Mealybug
9,13,33,98,75,49,ON,20-20,Aphid
76,12,45,43,6,14,OFF,DAP,Mealybug
12,41,69,17,51,43,ON,14-35-14,Aphid
17,40,32,82,45,39,ON,DAP,Jassid
54,30,25,76,17,65,ON,14-35-14,Jassid
14,41,53,61,23,67,ON,10-26-26,PinkBollworm-Larva
74,23,49,17,45,58,OFF,17-17-17,AmericanBollworm-Egg
30,1,39,68,49,51,OFF,Urea,Jassid
83,24,57,54,37,69,OFF,DAP,Mealybug
57,40,65,74,32,96,ON,20-20,AmericanBollworm-Larva
18,26,41,53,42,11,ON,10-26-26,Aphid
9,43,50,41,19,52,ON,17-17-17,Mealybug
46,20,51,76,58,5,ON,20-20,AmericanBollworm-Egg
37,22,25,71,47,10,OFF,10-26-26,Aphid
42,15,24,94,16,17,ON,28-28,Mealybug
43,20,24,54,54,44,OFF,20-20,PinkBollworm-Larva
56,9,55,54,20,41,OFF,28-28,Jassid
78,23,69,20,26,66,ON,20-20,Aphid
7,26,25,49,10,5,ON,DAP,AmericanBollworm-Egg
11,35,34,54,63,30,ON,DAP,Spodoptera
55,25,42,50,3,38,OFF,10-26-26,Mealybug
25,39,55,50,56,50,ON,17-17-17,AmericanBollworm-Egg
45,4,64,37,90,72,ON,10-26-26,AmericanBollworm-Egg
80,44,57,74,96,41,ON,28-28,AmericanBollworm-Larva
64,9,54,35,81,23,OFF,DAP,AmericanBollworm-Larva
30,3,42,99,90,63,ON,Urea,Spodoptera
36,36,37,54,16,77,ON,Urea,AmericanBollworm-Larva
84,29,31,74,2,17,OFF,DAP,AmericanBollworm-Egg
80,19,40,6,96,34,ON,14-35-14,AmericanBollworm-Larva
77,29,27,7,94,24,OFF,DAP,Aphid
46,20,44,13,95,46,ON,DAP,Aphid
37,0,57,17,24,95,OFF,Urea,AmericanBollworm-Egg
88,32,51,63,72,72,ON,28-28,AmericanBollworm-Egg
33,13,52,69,38,36,OFF,14-35-14,Mealybug
35,35,41,47,42,59,OFF,14-35-14,Mealybug
80,43,57,68,29,56,OFF,Urea,Mealybug
64,33,29,64,23,6,ON,DAP,Aphid
34,20,22,90,9,38,ON,28-28,PinkBollworm-Larva
22,22,58,9,45,72,OFF,Urea,Mealybug
55,14,24,37,6,67,OFF,28-28,Mealybug
30,33,67,91,4,82,ON,17-17-17,AmericanBollworm-Larva
9,37,40,37,21,54,OFF,DAP,PinkBollworm-Larva
44,3,43,74,4,65,ON,14-35-14,AmericanBollworm-Egg
35,15,24,37,21,62,ON,28-28,Mealybug
9,21,38,89,76,39,ON,DAP,PinkBollworm-Larva
73,34,69,81,95,55,OFF,10-26-26,Mealybug
66,43,61,53,13,27,ON,14-35-14,Jassid
20,2,60,91,24,90,ON,Urea,Aphid
51,18,33,11,87,96,ON,14-35-14,AmericanBollworm-Egg
11,31,33,1,21,14,ON,10-26-26,PinkBollworm-Larva
73,40,60,42,98,83,ON,10-26-26,PinkBollworm-Larva
55,25,68,92,4,46,ON,28-28,AmericanBollworm-Egg
51,11,54,2,7,49,ON,14-35-14,Aphid
62,6,61,49,65,74,OFF,DAP,Mealybug
43,23,21,37,61,5,ON,17-17-17,Spodoptera
23,39,41,84,96,79,ON,Urea,PinkBollworm-Larva
84,14,21,92,70,97,OFF,10-26-26,Spodoptera
39,27,33,52,83,69,ON,Urea,Spodoptera
54,35,66,17,17,87,ON,17-17-17,Aphid
73,0,60,63,19,99,OFF,20-20,Mealybug
45,20,29,79,30,89,ON,14-35-14,Aphid
53,23,21,68,95,41,ON,14-35-14,Mealybug
6,20,23,68,23,29,OFF,10-26-26,Aphid
48,31,42,9,71,95,ON,17-17-17,Aphid
76,17,39,20,98,75,OFF,DAP,Aphid
54,41,49,23,41,30,OFF,17-17-17,PinkBollworm-Larva
18,35,26,85,16,92,ON,20-20,Jassid
26,15,28,10,37,56,ON,20-20,Aphid
6,15,47,30,12,60,ON,28-28,Jassid
79,8,69,59,76,83,OFF,20-20,Jassid
90,12,33,96,99,0,ON,10-26-26,Aphid
45,35,22,54,20,70,ON,DAP,AmericanBollworm-Larva
81,44,62,36,91,78,ON,20-20,Aphid
48,26,50,70,13,40,ON,10-26-26,AmericanBollworm-Egg
30,40,49,53,94,38,OFF,14-35-14,Jassid
21,15,25,1,59,67,OFF,28-28,Aphid
13,18,56,68,39,97,ON,20-20,AmericanBollworm-Egg
90,9,33,81,90,29,OFF,28-28,AmericanBollworm-Larva
9,8,64,74,87,69,ON,20-20,Aphid
19,15,64,27,48,64,OFF,10-26-26,AmericanBollworm-Larva
24,17,38,58,90,52,ON,10-26-26,Spodoptera
37,27,40,90,12,20,ON,14-35-14,Jassid
24,45,48,93,47,59,ON,Urea,AmericanBollworm-Larva
64,7,34,31,44,52,OFF,Urea,AmericanBollworm-Larva
64,42,64,9,13,32,OFF,17-17-17,Aphid
71,35,49,63,97,79,ON,DAP,PinkBollworm-Larva
71,23,42,59,46,11,OFF,20-20,AmericanBollworm-Larva
18,12,34,60,74,76,ON,20-20,PinkBollworm-Larva
46,4,33,47,47,94,ON,10-26-26,Spodoptera
51,23,21,45,33,84,OFF,17-17-17,Aphid
48,9,41,2,15,53,OFF,14-35-14,AmericanBollworm-Larva
67,37,69,97,11,46,OFF,28-28,Spodoptera
50,0,48,70,0,14,OFF,20-20,Mealybug
66,12,38,81,13,79,ON,DAP,Mealybug
33,29,64,48,60,98,ON,20-20,Spodoptera
80,9,68,60,81,49,OFF,Urea,Spodoptera
57,24,67,43,56,23,ON,10-26-26,PinkBollworm-Larva
15,12,24,87,18,15,OFF,10-26-26,Aphid
83,38,55,7,33,23,OFF,17-17-17,Aphid
60,41,26,33,81,39,ON,Urea,Spodoptera
89,24,22,78,18,63,OFF,17-17-17,Aphid
38,20,46,81,18,84,ON,14-35-14,Jassid
14,41,31,60,50,62,ON,DAP,Jassid
14,22,56,2,16,30,ON,20-20,AmericanBollworm-Larva
79,39,28,47,57,84,OFF,Urea,PinkBollworm-Larva
47,2,31,99,81,96,OFF,10-26-26,AmericanBollworm-Larva
65,27,26,29,72,7,OFF,DAP,PinkBollworm-Larva
89,27,26,19,46,16,ON,17-17-17,Aphid
28,10,43,54,73,68,OFF,10-26-26,Mealybug
71,39,61,78,20,84,OFF,20-20,AmericanBollworm-Egg
61,17,37,93,55,25,OFF,Urea,PinkBollworm-Larva
64,42,44,67,48,85,ON,20-20,Aphid
13,21,61,64,82,64,ON,20-20,PinkBollworm-Larva
77,1,62,1,51,6,OFF,28-28,AmericanBollworm-Larva
32,5,41,12,41,79,ON,20-20,Aphid
84,13,22,38,5,27,OFF,14-35-14,Mealybug
8,0,45,95,6,8,OFF,28-28,PinkBollworm-Larva
13,1,64,50,23,85,ON,14-35-14,Aphid
39,24,50,71,22,37,OFF,DAP,Jassid
71,30,39,94,6,45,OFF,17-17-17,Mealybug
43,45,37,18,97,9,ON,17-17-17,Mealybug
39,8,46,71,74,75,OFF,14-35-14,Mealybug
46,25,20,60,43,18,OFF,Urea,Spodoptera
72,8,37,64,49,14,ON,28-28,Aphid
29,18,60,9,96,85,ON,10-26-26,Aphid
70,28,66,82,43,82,OFF,DAP,PinkBollworm-Larva
43,15,29,46,92,89,OFF,20-20,PinkBollworm-Larva
82,26,54,0,67,75,ON,14-35-14,Spodoptera
83,9,25,36,80,77,OFF,14-35-14,PinkBollworm-Larva
43,28,63,13,38,49,ON,17-17-17,AmericanBollworm-Larva
45,5,55,95,76,80,OFF,17-17-17,Spodoptera
21,22,67,5,58,22,ON,14-35-14,Mealybug
51,3,23,32,91,3,OFF,28-28,Mealybug
6,5,59,73,55,73,ON,14-35-14,Mealybug
45,14,52,72,11,79,ON,Urea,Mealybug
55,29,37,98,89,3,OFF,17-17-17,Aphid
43,5,45,21,9,45,OFF,DAP,AmericanBollworm-Larva
89,35,69,63,47,73,OFF,28-28,Mealybug
78,5,32,19,96,8,OFF,20-20,AmericanBollworm-Larva
73,38,49,17,52,37,ON,28-28,Aphid
65,31,27,34,89,3,ON,10-26-26,PinkBollworm-Larva
13,25,28,81,88,59,ON,Urea,Spodoptera
85,30,39,76,26,44,OFF,20-20,PinkBollworm-Larva
29,19,52,9,51,33,OFF,17-17-17,PinkBollworm-Larva
51,31,44,14,6,64,ON,DAP,Spodoptera
78,9,24,10,74,1,OFF,Urea,Mealybug
9,7,50,54,27,64,ON,Urea,AmericanBollworm-Egg
59,8,33,55,96,0,ON,20-20,Spodoptera
70,43,60,84,64,28,OFF,14-35-14,AmericanBollworm-Larva
20,17,21,73,49,55,ON,20-20,Spodoptera
85,15,29,3,9,77,OFF,28-28,Spodoptera
57,42,33,7,28,94,OFF,17-17-17,Jassid
38,22,65,14,9,34,ON,28-28,PinkBollworm-Larva
62,41,21,19,41,84,ON,20-20,Aphid
61,45,56,64,23,76,OFF,17-17-17,PinkBollworm-Larva
65,39,67,52,54,89,OFF,20-20,AmericanBollworm-Egg
55,19,32,76,6,66,ON,28-28,Mealybug
64,43,29,91,23,82,OFF,17-17-17,PinkBollworm-Larva
82,32,65,87,36,73,OFF,17-17-17,AmericanBollworm-Larva
9,19,51,60,44,1,ON,DAP,AmericanBollworm-Egg
45,30,48,46,78,45,ON,20-20,Mealybug
51,16,49,32,26,85,OFF,10-26-26,Mealybug
2,38,48,18,81,93,ON,28-28,Spodoptera
16,11,69,89,78,29,OFF,17-17-17,AmericanBollworm-Egg
81,26,28,30,19,78,OFF,10-26-26,Aphid
71,33,60,63,71,12,ON,20-20,AmericanBollworm-Larva
74,11,51,87,71,69,OFF,DAP,Aphid
82,12,59,30,52,92,OFF,10-26-26,PinkBollworm-Larva
74,40,70,12,65,26,ON,DAP,Mealybug
52,32,26,70,18,18,ON,Urea,Mealybug
46,9,70,96,32,80,ON,17-17-17,AmericanBollworm-Larva
18,1,46,17,35,15,ON,10-26-26,AmericanBollworm-Larva
88,15,41,0,3,85,ON,DAP,PinkBollworm-Larva
11,19,59,74,73,83,ON,Urea,PinkBollworm-Larva
71,9,69,41,24,81,ON,20-20,AmericanBollworm-Larva
46,24,23,1,70,94,ON,10-26-26,Aphid
18,43,24,29,12,42,ON,28-28,PinkBollworm-Larva
24,14,50,13,55,33,OFF,17-17-17,AmericanBollworm-Egg
34,10,45,14,58,93,OFF,DAP,Spodoptera
13,21,28,95,65,36,OFF,28-28,PinkBollworm-Larva
64,10,51,64,18,34,OFF,Urea,Aphid
82,1,24,28,3,5,OFF,14-35-14,Jassid
3,24,68,11,37,46,OFF,DAP,Jassid
77,17,70,94,4,48,ON,20-20,Aphid
49,35,35,13,52,55,ON,Urea,Mealybug
35,8,29,98,42,86,OFF,10-26-26,AmericanBollworm-Larva
81,31,55,53,92,84,ON,17-17-17,Aphid
41,44,37,80,52,33,ON,Urea,Aphid
52,45,47,70,45,42,ON,28-28,Spodoptera
21,34,53,29,17,49,OFF,Urea,PinkBollworm-Larva
42,8,55,97,99,16,OFF,Urea,Jassid
32,12,21,92,82,19,ON,10-26-26,Aphid
77,38,39,16,98,88,OFF,20-20,AmericanBollworm-Larva
9,19,22,26,81,52,ON,10-26-26,Mealybug
68,43,20,44,34,58,ON,17-17-17,PinkBollworm-Larva
54,10,36,28,45,65,ON,Urea,Jassid
57,28,55,36,48,98,ON,Urea,Aphid
4,20,29,86,87,15,ON,14-35-14,Aphid
15,27,48,31,32,18,ON,Urea,Jassid
30,13,61,64,30,62,ON,20-20,Mealybug
81,0,39,63,1,92,OFF,Urea,AmericanBollworm-Egg
90,45,47,90,87,68,ON,Urea,Mealybug
45,28,44,39,74,66,ON,14-35-14,AmericanBollworm-Larva
70,27,63,51,63,24,OFF,20-20,PinkBollworm-Larva
37,21,59,15,79,98,OFF,10-26-26,PinkBollworm-Larva
79,39,58,57,60,51,ON,10-26-26,Spodoptera
90,23,60,90,88,83,OFF,14-35-14,AmericanBollworm-Egg
21,17,55,42,22,6,OFF,10-26-26,AmericanBollworm-Egg
75,17,45,2,29,85,OFF,14-35-14,Jassid
67,33,37,8,97,19,ON,17-17-17,Aphid
6,44,43,31,77,5,OFF,17-17-17,Jassid
31,25,60,34,60,79,OFF,17-17-17,AmericanBollworm-Egg
14,21,34,82,52,19,ON,Urea,Spodoptera
66,29,26,89,68,57,OFF,Urea,Spodoptera
30,41,53,57,38,79,ON,14-35-14,Spodoptera
56,21,68,52,72,83,ON,28-28,AmericanBollworm-Egg
64,28,27,26,39,58,OFF,17-17-17,Spodoptera
27,42,65,85,44,62,ON,10-26-26,PinkBollworm-Larva
76,1,37,90,2,23,OFF,10-26-26,Aphid
75,29,31,67,17,13,OFF,17-17-17,Spodoptera
32,45,48,61,34,71,ON,14-35-14,Aphid
37,15,59,53,11,64,OFF,14-35-14,PinkBollworm-Larva
14,4,44,79,28,35,OFF,14-35-14,Jassid
35,6,35,24,33,59,ON,10-26-26,PinkBollworm-Larva
79,42,43,99,52,73,OFF,10-26-26,Mealybug
40,45,53,66,84,10,ON,28-28,AmericanBollworm-Egg
56,17,36,20,61,82,ON,Urea,AmericanBollworm-Larva
59,13,41,97,36,78,ON,14-35-14,PinkBollworm-Larva
69,40,30,4,22,54,OFF,20-20,Jassid
76,28,64,92,37,33,OFF,Urea,AmericanBollworm-Larva
7,20,49,25,38,56,ON,14-35-14,Aphid
21,13,70,12,34,81,ON,14-35-14,PinkBollworm-Larva
82,42,67,75,56,57,ON,28-28,Jassid
64,38,43,75,0,61,ON,14-35-14,Mealybug
49,40,67,69,74,8,ON,28-28,Aphid
27,25,49,60,58,6,OFF,28-28,Jassid
32,25,49,69,63,46,ON,DAP,Aphid
27,0,26,27,37,76,OFF,20-20,AmericanBollworm-Egg
14,29,28,29,90,92,OFF,14-35-14,AmericanBollworm-Egg
48,36,58,51,68,66,ON,14-35-14,Spodoptera
49,17,63,26,90,45,ON,17-17-17,AmericanBollworm-Larva
51,3,27,56,28,27,OFF,17-17-17,AmericanBollworm-Larva
3,8,55,87,10,74,ON,DAP,AmericanBollworm-Larva
22,16,44,79,43,92,ON,DAP,AmericanBollworm-Larva
52,30,56,79,38,67,ON,20-20,PinkBollworm-Larva
82,39,51,84,79,99,OFF,28-28,Aphid
66,36,42,76,65,27,ON,17-17-17,Aphid
17,25,43,25,85,5,OFF,DAP,Aphid
24,10,48,68,53,23,OFF,Urea,PinkBollworm-Larva
57,23,65,2,5,47,ON,DAP,Aphid
67,38,67,37,29,11,ON,14-35-14,Spodoptera
17,33,44,11,37,84,ON,10-26-26,AmericanBollworm-Larva
60,33,43,91,49,14,ON,17-17-17,AmericanBollworm-Egg
74,20,49,62,99,23,ON,10-26-26,Spodoptera
30,45,24,17,71,89,ON,28-28,Jassid
77,25,26,72,98,95,OFF,20-20,PinkBollworm-Larva
60,11,66,47,99,73,ON,10-26-26,Aphid
89,25,58,19,52,27,OFF,DAP,Mealybug
10,33,70,36,37,39,ON,10-26-26,AmericanBollworm-Egg
47,31,57,43,91,21,ON,DAP,PinkBollworm-Larva
79,39,67,5,9,8,OFF,14-35-14,AmericanBollworm-Larva
20,45,52,8,73,93,ON,10-26-26,Jassid
5,23,49,33,27,5,ON,17-17-17,Aphid
9,8,42,19,37,6,OFF,20-20,Mealybug
22,0,57,49,49,52,OFF,17-17-17,AmericanBollworm-Egg
4,13,25,35,16,52,ON,17-17-17,PinkBollworm-Larva
55,23,33,11,18,32,ON,10-26-26,AmericanBollworm-Larva
17,17,42,72,84,98,OFF,28-28,Jassid
12,35,60,17,65,66,ON,Urea,AmericanBollworm-Egg
62,34,27,55,68,62,OFF,Urea,Aphid
30,33,57,15,31,67,ON,28-28,Jassid
23,27,37,29,62,93,ON,Urea,AmericanBollworm-Egg
6,33,46,9,67,88,ON,20-20,AmericanBollworm-Larva
45,6,59,48,29,74,ON,Urea,AmericanBollworm-Larva
1,35,35,47,0,94,ON,20-20,AmericanBollworm-Egg
80,26,68,82,71,3,ON,DAP,AmericanBollworm-Larva
26,41,50,53,31,9,OFF,10-26-26,Mealybug
31,21,57,49,61,56,OFF,28-28,PinkBollworm-Larva
5,22,30,32,46,97,ON,20-20,AmericanBollworm-Egg
21,39,21,46,59,14,ON,20-20,Aphid
24,24,28,75,54,44,OFF,10-26-26,Aphid
24,45,51,62,43,50,ON,DAP,Aphid
23,22,68,11,34,59,ON,DAP,AmericanBollworm-Larva
83,35,21,74,54,52,ON,14-35-14,Spodoptera
65,27,61,68,60,35,OFF,10-26-26,PinkBollworm-Larva
90,31,33,77,30,77,ON,28-28,Jassid
26,9,47,30,31,10,OFF,Urea,Jassid
51,43,67,41,74,58,ON,17-17-17,PinkBollworm-Larva
16,8,38,36,57,32,OFF,Urea,Aphid
29,38,65,12,22,71,ON,DAP,Spodoptera
33,34,37,14,84,29,ON,28-28,Mealybug
56,4,53,40,82,90,OFF,14-35-14,Aphid
49,39,52,8,19,75,ON,,
5,23,38,9,13,33,ON,,
84,7,34,26,68,12,ON,,
87,34,49,96,23,53,OFF,,
17,43,52,22,49,31,ON,,
46,20,46,28,87,71,ON,,
32,41,27,63,68,23,ON,,
2,2,57,68,34,43,OFF,,
27,32,50,37,21,26,ON,,
86,36,64,48,8,64,ON,,
38,38,37,60,73,41,ON,,
